2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,goal,target,source,countryCode,seriesCode,seriesName,instrumental,reverse,redundante,sdg
,,1.4230710068149284,,1.2941042605898088,,1.6557450534734188,,2.0951184844815787,,2.3280021659284134,,2.6348811403487336,1,1.1,CONEVAL,OAX,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,4.042133186355752,,5.567113021361099,,4.220520575035725,,5.120104229226047,,6.206042096274446,,6.123963597854442,1,1.1,CONEVAL,PUE,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,5.092130303369528,,5.019709218169519,,6.418906930676536,,7.827077868674189,,8.932724669253082,,6.343639479640325,1,1.1,CONEVAL,QUE,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,4.958395434593405,,4.738519991514369,,6.189378224782304,,6.250924606604221,,4.311654112315511,,4.090058616007389,1,1.1,CONEVAL,ROO,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,3.4765818798094346,,7.686298616990067,,6.3770308446555,,6.9011313595542845,,7.420403134600327,,6.474513270930876,1,1.1,CONEVAL,SIN,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,6.3986501947315135,,7.205928242479107,,6.560891538201183,,7.639252525067197,,7.958955112675233,,7.375306998416232,1,1.1,CONEVAL,SLP,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,4.261174623887738,,6.845935773825895,,4.716073659133802,,7.266778506725045,,8.190905413607059,,8.724239972854015,1,1.1,CONEVAL,SON,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,2.790682502099944,,4.131738565177241,,3.006124996973816,,2.3485470637440984,,2.5937023041421225,,2.525314094702631,1,1.1,CONEVAL,TAB,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,7.836208092485548,,9.360926666806307,,8.835452840575114,,11.222202621377122,,10.093903635142736,,13.216548195041403,1,1.1,CONEVAL,TAM,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,5.5888590120308255,,7.375436742123961,,6.034053804425597,,7.661945945261986,,8.249856441013208,,7.635958265002402,1,1.1,CONEVAL,TLA,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,3.1498229569845715,,4.527299695351094,,3.9850696052248753,,5.017965157132855,,4.9729405275104535,,6.146735415632175,1,1.1,CONEVAL,VER,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,4.74951041721216,,6.438311071275718,,6.2516785825607775,,6.954677645200283,,5.7424356172613384,,5.476006227017937,1,1.1,CONEVAL,YUC,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,6.075686044077023,,6.86857203289004,,6.413631334940352,,7.325389614079808,,8.911553944996767,,7.729344164850406,1,1.1,CONEVAL,ZAC,3,Porcentaje de población vulnerable por ingresos,1,1,,1
,,4.178096699591501,,3.766105964454824,,3.3901891253909664,,2.0967130378670658,,2.303939905185773,,1.1655855449218562,1,1.2,INEGI,AGU,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,3.3389820997699338,,3.3729980271196096,,2.7367722822555103,,3.064538935637017,,1.1179887978542369,,1.6254691462661823,1,1.2,INEGI,BCN,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,2.6763827022710385,,4.6260296439730135,,3.675580013508237,,3.9457332921330126,,1.6077850911724878,,1.4985559889242863,1,1.2,INEGI,BCS,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,11.948702946151126,,13.784442700101053,,10.448199430035409,,11.062650371371298,,6.657294355758082,,9.770875972272833,1,1.2,INEGI,CAM,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,1.741886029034068,,2.5210970305204463,,3.979785492913605,,3.4152511238806764,,2.607599661371769,,2.390672081750295,1,1.2,INEGI,CHH,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,3.0915619734405344,,2.93667093185378,,3.2385873102776483,,3.736841961845436,,1.6530314114892788,,1.4487981667882974,1,1.2,INEGI,CHP,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,2.117314404054277,,2.1643286347686286,,2.4679490574299434,,1.706682104140363,,1.7584530220152357,,1.7461166123752536,1,1.2,INEGI,CMX,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,38.70835106666653,,38.27270210162467,,32.17087878475526,,31.829423970647788,,28.07911936536928,,29.71232626476614,1,1.2,INEGI,COA,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,6.690624807733163,,6.560854824330216,,3.775282467526172,,5.443472561300379,,3.2171576774308943,,2.6088615268835187,1,1.2,INEGI,COL,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,11.454566041662204,,10.474421058536915,,7.4635470955435705,,5.309926014235322,,2.772879542957395,,2.2195371112844233,1,1.2,INEGI,DUR,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,32.40524660476405,,31.829925795830803,,31.711437926025,,24.452387491109853,,22.96169063291886,,26.76854323687419,1,1.2,INEGI,GRO,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,7.896557836424503,,8.42400202536624,,6.8983929258952355,,5.510314413598808,,4.382453918985342,,4.245789751093384,1,1.2,INEGI,GUA,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,15.338104328374527,,13.472209268068086,,9.961785686642633,,12.295424755885005,,8.018581330288246,,6.068716113383827,1,1.2,INEGI,HID,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,4.4334380134954134,,5.254719814832496,,5.818793955903511,,3.221383498501988,,1.8000705461762494,,2.9737345110013256,1,1.2,INEGI,JAL,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,6.93058736771486,,8.570672153046061,,5.8497444691479386,,7.238336082474474,,6.148421581619526,,4.900429218025539,1,1.2,INEGI,MEX,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,15.388983061765751,,13.49583767050384,,14.445122138120091,,14.039549536445133,,9.389043488350476,,6.05614832604161,1,1.2,INEGI,MIC,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,8.716413525628289,,6.934254310723723,,6.3139755187553765,,7.851658744837134,,5.918722024275466,,7.3703208361729144,1,1.2,INEGI,MOR,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,6.220737043460279,,8.310177277206463,,11.932223921920194,,8.462950871831925,,7.930145183652652,,5.878883254288724,1,1.2,INEGI,NAY,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,2.5979835480738567,,1.8257763221634469,,2.4117375468116755,,1.3284871917569394,,0.6080623142707635,,0.4741885490033358,1,1.2,INEGI,NLE,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,28.32211336793734,,29.24532172124433,,23.318420103298674,,28.334423796667448,,26.880160614965426,,23.264717528071213,1,1.2,INEGI,OAX,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,18.95495176601299,,17.03122555987024,,17.606196682220215,,16.160648902573975,,8.958045621675605,,8.639881905140586,1,1.2,INEGI,PUE,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,5.464233740064928,,7.420989008081832,,5.151250435737352,,3.8500873502476862,,2.923398891187017,,1.96165825955984,1,1.2,INEGI,QUE,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,7.733869279667353,,6.425883228620946,,8.413014553358181,,6.979255072034965,,4.23694041276257,,3.4705761807813573,1,1.2,INEGI,ROO,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,4.6115127033630845,,5.464621891846812,,4.473251385041551,,5.257357480338335,,2.885677352482817,,2.6840579577809964,1,1.2,INEGI,SIN,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,15.41494953849374,,15.338515859054505,,12.797576511144786,,9.484601906299595,,7.677334358845093,,7.330071631492431,1,1.2,INEGI,SLP,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,4.355431997201025,,5.1305423887841695,,4.958131780738669,,3.2935622367873854,,2.5243749218725653,,2.633114769838825,1,1.2,INEGI,SON,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,15.789085004453602,,13.565387218425679,,14.300839031206012,,11.029340099888044,,11.769277718565556,,12.292218806102856,1,1.2,INEGI,TAB,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,4.845071290944123,,5.487197287746082,,4.669758068278299,,4.320561403668766,,2.8817550783568784,,3.3170239695364905,1,1.2,INEGI,TAM,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,9.521400454621057,,9.914811692315435,,9.126084609280484,,6.535172906834028,,5.744204406472954,,3.1275776275600218,1,1.2,INEGI,TLA,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,16.844655459946946,,18.757383535289122,,14.26069798299091,,17.153527056129946,,16.403334907796648,,17.699402554168948,1,1.2,INEGI,VER,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,8.861124404580742,,11.719653842101627,,9.831788874011721,,10.685591871417117,,6.147751241134012,,6.664957075983755,1,1.2,INEGI,YUC,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,9.485610466097976,,10.843402162705233,,7.481142389960778,,5.71048738235912,,3.5240882513644047,,3.3692044779076684,1,1.2,INEGI,ZAC,6,Porcentaje de población en situación de pobreza extrema,1,1,,1
,,30.75185337281432,,26.21191722429452,,24.480589592490873,,25.310652501744705,,27.967830342079345,,29.626608927391672,1,1.2,CONEVAL,AGU,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,42.1409412651206,,37.888421451512045,,37.634476775326704,,38.313240558437926,,38.028129331815684,,39.767786989229506,1,1.2,CONEVAL,BCN,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,44.56917684253935,,32.546064828247594,,29.959503786011286,,34.36347511326744,,37.835543098289925,,43.28722422365796,1,1.2,CONEVAL,BCS,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,29.459175746371397,,24.92189049350008,,28.60185958145025,,32.051650824018395,,31.332334148457843,,31.83688813887527,1,1.2,CONEVAL,CAM,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,39.73684418488869,,33.75374217100911,,31.7426669452473,,33.180210725874076,,31.32473419577148,,35.22258613913271,1,1.2,CONEVAL,CHH,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,25.19138047317127,,25.58907968731519,,24.43392940185029,,24.206770922745317,,24.958887967340594,,27.352413996622104,1,1.2,CONEVAL,CHP,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,36.05679142090096,,34.37881179452621,,32.36257853435883,,27.9527116258145,,28.88979572867127,,28.364635592732977,1,1.2,CONEVAL,CMX,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,15.904284965863116,,13.019082943654892,,17.174427224212007,,15.26349357824289,,13.798447898513643,,15.045241538970105,1,1.2,CONEVAL,COA,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,34.57813898469178,,22.817959663160824,,27.39851210270408,,25.801867001167412,,27.322643632759227,,32.09807989798478,1,1.2,CONEVAL,COL,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,24.57849686783711,,21.050241173388212,,21.776252737028408,,24.290831771741534,,29.88528060545166,,27.068939002823033,1,1.2,CONEVAL,DUR,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,22.811689401894967,,22.958457323539978,,21.69516438445272,,26.155692164691466,,23.820930789707926,,23.237436319106585,1,1.2,CONEVAL,GRO,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,36.22583737109278,,28.908909296858077,,32.59175578571853,,27.670471757463368,,29.95563271572118,,29.42247133597364,1,1.2,CONEVAL,GUA,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,30.52552553700452,,27.46080813195175,,30.686723631133777,,25.808863360156284,,31.903107625143466,,38.86265037355745,1,1.2,CONEVAL,HID,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,35.87801734548582,,33.69332917838482,,28.340479129129285,,29.621208044572832,,32.57057816927579,,36.516986957189566,1,1.2,CONEVAL,JAL,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,35.570021096746004,,32.150543653574914,,29.4822810951955,,23.65956728106602,,21.320740415716127,,28.122681559553104,1,1.2,CONEVAL,MEX,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,31.406869159824566,,28.64563819827693,,30.67412850345542,,24.989199942691346,,27.822597603086496,,34.809099695481294,1,1.2,CONEVAL,MIC,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,34.12726834847891,,33.63506141907107,,32.04428523085611,,25.743263288790136,,24.394729201655025,,29.42777638201665,1,1.2,CONEVAL,MOR,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,34.4745710136345,,33.43680705558081,,28.210407313786998,,29.446491957802078,,31.426605588800374,,35.93909388741407,1,1.2,CONEVAL,NAY,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,36.48909584438624,,31.628211620547948,,29.099143282203865,,28.01277329492424,,34.57366511486008,,34.44167131308678,1,1.2,CONEVAL,NLE,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,26.781654030971406,,22.179532067628017,,26.063070090145928,,23.261112072055806,,19.918184279464107,,22.5083468169664,1,1.2,CONEVAL,OAX,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,22.6100145665282,,21.612181470726252,,21.958812690471106,,19.84760127365193,,21.479278223855964,,23.22963767701901,1,1.2,CONEVAL,PUE,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,35.03078473077353,,31.74002080792408,,32.63771909500222,,33.08713073403544,,32.00269248185634,,38.01893229981396,1,1.2,CONEVAL,QUE,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,38.372362040771996,,36.07743651742674,,30.4192871251126,,34.1506206867913,,38.40712842182621,,41.217148592768815,1,1.2,CONEVAL,ROO,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,40.91509856109988,,33.335955915443755,,33.540711702501866,,30.368762898908987,,32.84517435046247,,34.538107557332786,1,1.2,CONEVAL,SIN,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,25.356526180396276,,20.937449634971422,,24.655148029329354,,24.3034300549506,,24.63113354597621,,27.713248030001534,1,1.2,CONEVAL,SLP,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,38.65115883237355,,31.60403564238809,,36.55769028260915,,32.06309074790541,,30.923886032641096,,30.08782274638851,1,1.2,CONEVAL,SON,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,33.75857760186879,,27.22524221458641,,33.951928630470036,,37.45373630946479,,35.43805863417696,,33.392661655455235,1,1.2,CONEVAL,TAB,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,33.08300578034682,,26.901794504274548,,26.785535179466123,,24.367504636043183,,28.56834091709453,,25.68969874150675,1,1.2,CONEVAL,TAM,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,23.575497588290734,,19.34122719818131,,23.923765138999105,,22.561320874087386,,24.42324648559144,,28.614784353945865,1,1.2,CONEVAL,TLA,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,32.72858977791861,,23.636698089491233,,30.554051819390825,,24.76709631341908,,19.938245092604664,,21.149121071104677,1,1.2,CONEVAL,VER,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,29.536476445325647,,26.007362937996763,,27.02302280127739,,27.682755484280197,,32.47269923027174,,33.28786003345482,1,1.2,CONEVAL,YUC,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,27.76859225038667,,18.354242127805836,,20.41994478167349,,24.375567093054663,,24.377649519239828,,28.723746780265497,1,1.2,CONEVAL,ZAC,8,Porcentaje de población vulnerable por carencias sociales,0,1,,1
,,55.3,,49.3,,47.6,,43.2,,40.4,,42.3,1,1.3,CONEVAL,AGU,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,55.1,,54.7,,55.7,,51.8,,43,,45.2,1,1.3,CONEVAL,BCN,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,51.5,,45.9,,43.5,,46.6,,40,,41.1,1,1.3,CONEVAL,BCS,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,61.9,,60,,61,,60.1,,59,,61.5,1,1.3,CONEVAL,CAM,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,56,,55.8,,50.8,,51.9,,47.7,,48.9,1,1.3,CONEVAL,CHH,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,40.5,,34.3,,34.3,,34.2,,30.6,,30.4,1,1.3,CONEVAL,CHP,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,52.9,,52.4,,52.5,,46.3,,47,,48.3,1,1.3,CONEVAL,CMX,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,85.4,,82.4,,83.3,,82.8,,81.1,,83.6,1,1.3,CONEVAL,COA,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,55.9,,48.4,,48.4,,43.4,,40.5,,42.1,1,1.3,CONEVAL,COL,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,59,,58.7,,57.9,,51.3,,49,,48.1,1,1.3,CONEVAL,DUR,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,81.2,,78.5,,78.5,,78.1,,73.9,,75.6,1,1.3,CONEVAL,GRO,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
,,66.7,,65.7,,62.1,,57.9,,54.5,,57.1,1,1.3,CONEVAL,GUA,11,Porcentaje de población con carencia por acceso a la seguridad social,1,1,,1
